Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Megheswar Temple,OD_Khordha_MegheswarTemple,Odisha,Khordha,Bhubaneswar,20.243317,85.856257,Religious Sites,Ancient hindu Shiva temple,"Megheswar temple is architecturlly very beautiful. it has Vimana rekha order and the Jagamohana Of Pidha order.It is a living Temple enshrining Shiva linga named Megheswar.The Vimana aswell as the exterior walls are full of cravings of dancing ladies,animals like Lion,Elephant and Yalis, birds, decorations and shiva in many postures.The entrance of the temple complex is architecturally very beautiful. ","Megheswar temple was built by The Gangas in the 12th century CE. :As per an inspection found here, it was built as per the instruction of Swapneswara, Brother-in-law of Ganga king Rajaraja During period of Rjaraja's Brother Anangabhima(1192-95CE)",https://i.imgur.com/GYheOWt.jpg,https://i.imgur.com/2CZwBnT.jpg https://i.imgur.com/BhSu0bO.jpg
Madhusudan Das Park,OD_Khordha_MadhusudanDasPark,Odisha,Khordha,Bhubaneswar,20.2452,85.8109,Garden & Parks,Landscaped park named after the first graduate and advocate of Odisha,"This park is a nice place for spending peaceful time with faily and friends.Most prominent time is evening hours to enjoy the scenic beauty of light setups in between woods.There is no entry fee, Playing area for children, open gym ,Photoshoot And parking Facility Is available.Suitable for both family and couples.","Named after Late Madhusudan Das who is also known as (Madhu Barister), who was the first Graduate and advocate of Odisha.",https://i.imgur.com/4Ub9mMo.jpg ,https://i.imgur.com/w13ifk7.jpg https://i.imgur.com/8ooxXu1.jpg https://i.imgur.com/8TpzP10.jpg https://i.imgur.com/UGDkb7f.jpg https://i.imgur.com/9jt4yHe.jpg
Lingaraj Temple,OD_Khordha_LingarajTemple,Odisha,Khordha,Bhubaneswar,20.238333,85.833611,Religious Sites,"Ancient Hindu temple compound featuring carved stone towers, courtyards & numerous shrines","The temple is the qualitative representation of ancient Architecture of Kalinga that we can say was at the peak in the middle ages. The Holy linga of Lord Shiva is regarded as 'Swayambhu' (self-originated) and worshipped as a combination of  Lord Shiva and Lord Vishnu. That’s because it is said that when construction of Lingaraj Temple was about to be completed, Jagannath culture started growing in Odisha. Hence, the presiding deity here is known as Hari-Hara; Hari denotes Lord Vishnu and Hara meaning Lord Shiva.",It is believed that building the temple was initialized by ‘SomaVansi Dynasty’ and later addition by ‘Ganga Rulers’. :The temple was completed in 11th Century CE . But King Jajatikeshari is Considered as the Creator Of this Holy Majestic Temple.,https://i.imgur.com/CZzCCcI.jpg ,https://i.imgur.com/Kmg0MsN.jpg https://i.imgur.com/Aarecg8.jpg https://i.imgur.com/FL9VW2t.jpg https://i.imgur.com/tVT1WaM.jpg https://i.imgur.com/mdSh0lG.jpg https://i.imgur.com/ICNVVC7.jpg https://i.imgur.com/Vtxm3w4.jpg https://i.imgur.com/QnH81kc.jpg
Khandagiri Udayagiri Caves,OD_Khordha_KhandagiriUdayagiriCaves,Odisha,Khordha,Bhubaneswar,20.262831,85.786029,Hills & Caves,"A testimonial to the architectural genius of ancient India representing messages of love, compassion and religious tolerance. These wonders of India date back to the first century BC","Udayagiri and Khandagiri Caves, are partly natural and partly artificial caves of archaeological, historical and religious importance near the city of Bhubaneswar. The caves are situated on two adjacent hills, Udayagiri and Khandagiri.","It is believed that most of these caves were carved out as residential blocks for Jaina monks during the reign of King Kharavela. :Udayagiri denotes ""Sunrise Hill"" which has 18 caves while Khandagiri has 15 caves.",https://i.imgur.com/8nvSreI.jpg ,https://i.imgur.com/EQcApj6.jpg https://i.imgur.com/XGWmRNI.jpg https://i.imgur.com/2KjZ1mH.jpg https://i.imgur.com/8kaEoYa.jpg https://i.imgur.com/Hwe5BfF.jpg https://i.imgur.com/yN9zA0J.jpg https://i.imgur.com/xbXOQzE.jpg
Kedar Gauri Temple,OD_Khordha_KedarGauriTemple,Odisha,Khordha,Bhubaneswar,20.2422,85.8403,Religious Sites,An ancient Shiva temple with beautiful architectural features,"Kedareswar Temple, one of the eight Astasambhu Temples, is near the Mukteswar Temple, in Bhubaneswar, Orissa. The presiding deity is Shiva, referred to locally by the name ‘Kedareshwar’. It is one of the ten monuments within the precinct. It is the main temple of the complex. The temple is facing south and the enshrined deity is a circular yonipitha made of sandstone. The linga at the centre is missing. The sanctum is 2.5 square meters which is 0.8 meters below the present ground.","Legends say, there lived a couple named Kedar (male) and Gouri (female). They loved each other and decided to marry. The society was against the union, so it led them to flee from village. During the journey Gouri felt hungry, so Kedar went for food and was killed by a tiger. Later Gouri hearing this at this place jumped into the pond. :The king of Utkal, Lalatendu Keshari, knowing this raised a temple named Kedareshawr or Kedargouri Temple. Still lovers come here to pray for a happy wedlock without any obstacles. The pond here is said to have some medicinal property.",https://i.imgur.com/YQfQGRa.jpg,https://i.imgur.com/M2Sczl2.jpg https://i.imgur.com/oGDXgpS.jpg
Jhumuka Dam & Reservoir,OD_Khordha_JhumukaDamAndReservoir,Odisha,Khordha,Bhubaneswar,20.3312,85.7032,Dams & Water Reservoirs,A scenic place and suitable destination for photography,Jhumka is actually a dam but the exhilarating scenic beauty of the place has made it a good picnic spot.Thousands of picnickers visit this place to enjoy a day out in the lap of nature every winter. It is a place worth visiting.,Three heavily dense forested hills surrounded the dam on three sides and the remaining side is all covered with water up to the horizon.,https://i.imgur.com/DJEHoCG.jpg,https://i.imgur.com/ahmmCSA.jpg
Iskcon Temple,OD_Khordha_IskconTemple,Odisha,Khordha,Bhubaneswar,20.2891,85.8133,Religious Sites,A holy and peaceful environment that cherishes your heart as well as stomach with its food delicacies,"ISKON is an organization of the Vedic tradition established in the West to perpetuate the ancient wisdom of the Vedas. This temple is very huge, dedicated to Radhe-Krishna . Great engineering and an extremely serene spot and the abutting restaurant ""Govinda's Prasadam"" is likewise goodIt is truly sensible and for about 100Rs you get a magnificent vegan Thali without onion garlic which is topped off as you wish.","His Divine Grace A. C. Bhaktivedanta Swami Prabhupada legally constituted the society of ISKCON (International Society for Krishna Consciousness) in 1966 in New York. He is the Founder-Acarya of ISKCON.  In year 1991 The ISKON temple , BBSR was built by ISKON. ",https://i.imgur.com/yfmmWou.jpg,https://i.imgur.com/oIvnodz.jpg https://i.imgur.com/epYsDbi.jpg https://i.imgur.com/OlWxlR6.jpg https://i.imgur.com/9j2Apop.jpg https://i.imgur.com/Yd9IqFK.jpg
Indira Gandhi Park,OD_Khordha_IndiraGandhiPark,Odisha,Khordha,Bhubaneswar,20.2704,85.8337,Garden & Parks,One of the biggest and well maintained parks of the smart city which is very easily accessible,"This park is expanded over a 10.60 Acres of land at the central area of Bhubneswer. Park is decorated with flower gardens and also an Open Gym is available there.Two Entrance gates are there one at PMG squere sude & another one is atJaydev Bhawan side. Parking ,washroom facilities available .Nice place for photoshoot. No entry fee.Suitable for Both Family & Couples.",This park is Named after the name of Former Prime Minister Late Mrs. Indira Gandhi .,https://i.imgur.com/jNhltLH.jpg,https://i.imgur.com/6qQ0goa.jpg https://i.imgur.com/RNNFFQ9.jpg https://i.imgur.com/ItWHtLY.jpg https://i.imgur.com/6Eg3YWS.jpg https://i.imgur.com/PVIXOIm.jpg https://i.imgur.com/iRbWle8.jpg
Ekamra Kanan Botanical Garden,OD_Khordha_EkamraKananBotanicalGarden,Odisha,Khordha,Bhubaneswar,20.304156,85.805737,Garden & Parks,"Landscaped park with a rose garden, cactus collection, musical fountain & lake with paddle boats","One of the Best place for Photoshoot, Morning Workout, Running sessions, Yoga and Hangout in Bhubaneswar. You can head to this place if you need a break from your busy life and sit on the well groomed green grass for a while.There is also a children park here, within a few meters from the main gate.There is a glass house or the green house where all the cactus plants are kept. A part of This garden has beautiful flowers too.",The park was established in 1985 and is spread over an area of 500 acres of land. This botanical park is a part of Government of Odisha's research organisation Regional Plant Resource Centre (RPRC).,https://i.imgur.com/zSCPyVK.jpg,https://i.imgur.com/qGS7rm0.jpg https://i.imgur.com/GxWt5ST.jpg https://i.imgur.com/0xwm6Kv.jpg https://i.imgur.com/8GKIXUu.jpg https://i.imgur.com/pKgR88q.jpg https://i.imgur.com/puq3hbd.jpg
Deras Dam,OD_Khordha_DerasDam,Odisha,Khordha,Bhubaneswar,20.3153,85.6883,Dams & Water Reservoirs,This place located in outskirts of bhubaneswar and this place is full of nature beauty,The beauty of the place is simply mesmerizing. The serene atmosphere charms tourists to spend some relaxing moments while enjoying the natural beauty of the place. The Dam consists of a reservoir filled with rain water. The cottage near the dam is located on a hilltop and offers amazing view of the area surrounding the cottage. The hilltop cottage comprises of 3 furnished huts.,Deras Dam is located on the outskirts of Bhubaneswar and in the vicinity of Chandaka National Park. The dam is the third largest one in Odisha. ,https://i.imgur.com/VXul44M.jpg,https://i.imgur.com/K4ilxVg.jpg https://i.imgur.com/q70bqpF.jpg https://i.imgur.com/TyPeofb.jpg
CIFA Aquarium,OD_Khordha_CifaAquarium,Odisha,Khordha,Bhubaneswar,20.1941,85.8589,Zoos & Reserves,"Huge aquarium featuring a variety of colourful fish & aquatic plants,with outdoor ponds","This aquarium is located near Kaushalya Ganga,Uttara, BBSR.It gained popularity for the exhibiting huge collection of multicolored fishes along with the rare collection of tiger shark, Crocodile Fish,Gold fish, ans loads of aquatic Plants. Among all of them rarest one is the Ghost Knife Fish.","Entry fee for adult Rs10/-, for children 5/-, & for group of children(20 or more) Rs3/- per head. Need 2-2.5 hours to visit completely.",https://i.imgur.com/8Meitqp.jpg ,https://i.imgur.com/3jtq93D.jpg https://i.imgur.com/WyOeZxi.jpg https://i.imgur.com/aml1fHu.jpg https://i.imgur.com/jTZBdGl.jpg https://i.imgur.com/b8EvWwG.jpg https://i.imgur.com/T9Ye4Fc.jpg
Chausathi Jogini Temple,OD_Khordha_ChausathiJoginiTemple,Odisha,Khordha,Bhubaneswar,20.226515,85.875595,Religious Sites,One of the lesser known architectural marvels and a must visit place to relish the superlative level of Indian architecture,"The circular  open  roofed  temple  is one of the four surviving temples in India of the yogini cult. The yogini cult practiced yoga along with tantrism. The object of worship was usually a Chakra or Wheel which had sixty four spokes, hence the name (Chausathi translates to sixty four in Odia). The presiding deity is Goddess Kali. The yogini’s are believed to be offshoots of the Saptamatrika and are incarnations of Shakti and depicted as vivacious and seem to embrace life rather than withdraw from it. ","There are four surviving yogini temples in the country. Out of the four such temples two are located in Odisha (one in Hirapur and the other one in Ranipur-Jharial in Bolangir Dist and the other two are in modern day Madhya Pradesh). :The temple was discovered in 1953 by noted historian Shri. Kedarnath Mohapatra who was the curator of the Odisha State Museum then. It is the smallest and the best preserved of the yogini temples in the country. :It was built in the 9th century AD and has been attributed to Queen Hiradevi, mother of King Subhakar Dev II of the Bhaumakar dynasty. :The legend behind the temple according to local priests is of the Goddess Durga taking the form of 64 demi-goddesses in order to defeat a demon. After the fight the 64 goddesses (Joginis) asked Durga to commemorate them in the form of a temple structure. :The yogini’s define and represent the ultimate feminine power. The circular open air structure is a stark departure from the tradition form of temple architecture in Odisha. This may have been necessitated by the fact that the cult worshipped the five elements – air, water, fire, earth and ether or sky. The yoginis are carved out of black slate stone and are depicted riding their vahanas (mounts) here. :One interesting aspect of the temple is that unlike other temples of that time in Odisha and Central India, one doesn’t find any erotic carvings in the yogini temples which according to historians may have been because the cult believed in celibacy as a path to salvation.",https://i.imgur.com/JADYQ6b.jpg ,https://i.imgur.com/v6yOUKw.jpg https://i.imgur.com/nKdfxX9.jpg https://i.imgur.com/V4gkfDd.jpg https://i.imgur.com/KRyvEvk.jpg https://i.imgur.com/Rboq3JW.jpg
